1308	0	7512
27552	1	8116
3139	4	617
211	2	685
193	2	33299
15661	10	147
18	0	16572
5541	2	2754
1440	0	25847
2149	2	10882
1123	0	38568
38446	1	246
700	0	32246
4576	0	7429
30449	1	2893
108	0	34597
1351	0	29082
785	0	18458
9990	1	13259
3145	2	1002
17299	1	58
364	11	20248
1063	0	1447
8185	1	9675
684	0	11776
7160	1	764
18702	1	1100
1544	3	16481
1307	0	34779
28307	0	6301
441	3	33727
3670	2	34751
955	0	8132
42	7	24126
7571	1	1527
5664	1	15
10462	2	14648
10781	2	2069
24666	2	507
9079	2	15592
891	0	12391
7460	0	11993
1676	1	871
26179	1	16
3022	0	22170
17180	1	1773
12729	2	2796
23551	2	1854
101	0	31065
80	0	18347
27263	4	3274
29827	5	1330
27147	0	15899
31947	1	19231
432	0	21085
1567	0	31742
3809	3	21998
13244	2	23976
7592	2	503
38451	1	1014
8104	0	26580
39	9	24190
2416	4	1716
74	9	9436
33839	0	28605
2808	0	26931
20728	4	1521
5658	2	14073
344	0	29583
308	0	15433
29137	4	14442
8106	5	13372
22990	1	66
21072	8	55
30256	2	30423
1422	3	25415
1983	0	20953
34094	1	596
7025	1	105
3201	0	40312
18909	6	32720
24825	1	10
1652	1	5157
676	0	2804
11069	1	319
21955	2	7487
23753	1	1013
26128	2	7009
18581	4	1397
9784	2	9783
26	0	30241
2677	4	2676
354	0	23692
34735	2	11046
2759	0	6969
13895	1	1739
16140	2	5127
5938	0	12219
13195	0	22839
30	0	41020
995	15	7164
19706	1	116
53	9	33506
2613	2	4599
4459	2	3957
94	6	6337
15621	2	269
4	7	2641
3229	2	4333
25567	1	135
18873	10	0
535	2	741
39786	1	336
32	9	15739
33803	1	143
90	0	30808
20146	8	77
4891	0	9051
9506	4	19549
33897	1	13492
72	13	12801
2541	0	1707
416	11	4946
29761	6	5427
15633	1	1331
1079	2	881
12672	2	22941
12090	2	12089
19868	1	6834
34836	2	12674
33223	5	7756
8719	0	38894
25847	1	1440
11370	1	7487
5779	2	32141
31375	1	21897
4492	5	129
3368	2	4598
36796	1	124
7729	0	31048
7048	2	1996
6351	0	5337
2586	2	18330
16475	4	3431
8044	2	24236
9205	0	4325
10633	1	2335
19786	2	10905
14699	8	3
24607	4	13705
5516	2	11117
8	0	26756
27693	2	27695
25780	1	749
24223	2	4000
2521	3	16046
2694	0	32601
9019	1	5
4592	2	31854
17762	5	17501
31245	0	25946
20086	2	2168
29843	4	17286
25707	1	18917
5410	0	20440
10841	0	31809
35941	1	2658
73	6	6889
14026	2	14025
18	0	16635
17901	1	1821
12711	4	16308
16361	4	28952
14563	11	4666
382	0	3204
1118	2	8546
1205	1	1490
37112	1	121
6361	2	11434
19934	4	19933
8861	2	16998
13336	8	189
11317	1	1637
941	2	8143
28719	4	16215
4385	0	9301
16502	4	16501
467	0	23693
5258	0	21935
18707	1	537
4671	0	24284
19135	5	5604
31675	5	10244
903	1	738
10239	11	13734
3	7	18165
16553	3	21974
10475	0	32740
9646	1	682
6214	1	46
11635	5	16875
14	0	34770
30177	1	9745
21632	8	292
2474	2	15284
2364	1	15
23194	1	11507
50	0	22308
26314	5	5977
10126	1	7
11938	8	2248
618	0	28173
1603	0	27854
4024	0	507
24295	0	32002
6448	0	30731
38026	1	2916
12920	3	29509
