0	city.n.01
1	united_kingdom.n.01
2	person.n.01
3	military.n.01
4	law.n.01
5	asterid_dicot_genus.n.01
6	bird_genus.n.01
7	change.v.01
8	mammal_genus.n.01
9	rosid_dicot_genus.n.01
10	herb.n.01
11	trade_name.n.01
12	dicot_genus.n.01
13	monocot_genus.n.01
14	fish_genus.n.01
15	animal_order.n.01
16	shrub.n.01
17	arthropod_genus.n.01
18	dilleniid_dicot_genus.n.01
19	compositae.n.01
20	geographical_area.n.01
21	fish_family.n.01
22	terrorism.n.01
23	arthropod_family.n.01
24	united_states.n.01
25	port.n.01
26	class.n.07
27	bird_family.n.01
28	plural.n.01
29	river.n.01
30	position.n.06
31	chemistry.n.01
32	terrorist_organization.n.01
33	computer_science.n.01
34	tree.n.01
35	mammal_family.n.01
36	reptile_genus.n.01
37	travel.v.01
38	put.v.01
39	actor.n.01
40	papilionoideae.n.01
41	change.v.02
42	physics.n.01
43	slang.n.02
44	cooking.n.01
45	caryophylloid_dicot_genus.n.01
46	quality.n.01
47	supply.v.01
48	orchidaceae.n.01
49	animal.n.01
50	remove.v.01
51	mathematics.n.01
52	fungus_genus.n.01
53	national_capital.n.01
54	germany.n.01
55	biology.n.01
56	sport.n.01
57	plant_order.n.01
58	fern_genus.n.01
59	dicot_family.n.01
60	roman_catholic.n.02
61	agency.n.01
62	china.n.01
63	time_period.n.01
64	car.n.01
65	baseball.n.01
66	liliid_monocot_genus.n.01
67	move.v.02
68	colloquialism.n.01
69	fungus_family.n.01
70	device.n.01
71	medicine.n.02
72	france.n.01
73	africa.n.01
74	island.n.01
75	structure.n.04
76	perciformes.n.01
77	music.n.01
78	change_state.v.01
79	range.n.04
80	natural_process.n.01
81	gramineae.n.01
82	condition.n.01
83	activity.n.01
84	magnoliid_dicot_genus.n.01
85	country.n.02
86	talk.v.02
87	medicine.n.01
88	decorate.v.01
89	cruciferae.n.01
90	be.v.01
91	writer.n.01
92	crime.n.01
93	move.v.03
94	europe.n.01
95	collection.n.01
96	american_state.n.01
97	liliaceae.n.01
98	labiatae.n.01
99	italy.n.01
100	flavorer.n.01
101	doctrine.n.01
102	computer.n.01
103	art.n.02
104	statesman.n.01
105	gymnosperm_genus.n.01
106	commerce.n.01
107	pope.n.01
108	flower.n.01
109	african_country.n.01
110	religion.n.01
111	president_of_the_united_states.n.01
112	greece.n.01
113	vine.n.01
114	india.n.01
115	growth.n.01
116	plant_genus.n.01
117	metallic_element.n.01
118	doctor.n.01
119	asia.n.01
120	percoid_fish.n.01
121	operation.n.06
122	fruit_tree.n.01
123	act.v.01
124	subshrub.n.01
125	spain.n.01
126	pitched_battle.n.01
127	reptile_family.n.01
128	clothing.n.01
129	building.n.01
130	trademark.n.02
131	sound.v.02
132	singer.n.01
133	plant.n.02
134	mineral.n.01
135	edible_fruit.n.01
136	bone.n.01
137	asian_country.n.01
138	amphibian_genus.n.01
139	disparagement.n.01
140	wildflower.n.01
141	saint.n.01
142	japan.n.02
143	angiospermous_tree.n.01
144	act.n.02
145	utter.v.02
146	state.n.02
147	mountain_peak.n.01
148	make.v.03
149	fern.n.01
150	fabric.n.01
151	vein.n.01
152	motion.n.03
153	handle.n.01
154	dilleniid_dicot_family.n.01
155	theologian.n.01
156	skilled_worker.n.01
157	happening.n.01
158	district.n.01
159	artifact.n.01
160	artery.n.01
161	trait.n.01
162	oscines.n.01
163	asian.n.01
164	structure.n.01
165	organic_process.n.01
166	european_country.n.01
167	california.n.01
168	book.n.10
169	rosid_dicot_family.n.01
170	phylum.n.02
171	monocot_family.n.01
172	general.n.01
173	fern_family.n.01
174	aves.n.01
175	archipelago.n.01
176	animalia.n.01
177	walk.v.01
178	texas.n.01
179	old_testament.n.01
180	legal_document.n.01
181	communicator.n.01
182	calculate.v.01
183	araceae.n.01
184	virginia.n.01
185	sound.n.04
186	room.n.01
187	oscine.n.01
188	mollusk_family.n.01
189	medicine.n.03
190	leader.n.01
191	fasten.v.01
192	bovidae.n.01
193	botany.n.02
194	cut.v.01
195	psychology.n.01
196	organization_of_american_states.n.01
197	letter.n.02
198	land.n.04
199	computer_memory_unit.n.01
200	commercial_enterprise.n.02
201	aquatic_plant.n.01
202	statement.n.01
203	shape.v.02
204	pronounce.v.01
205	politician.n.02
206	musician.n.01
207	musical_composition.n.01
208	israel.n.01
209	dicotyledones.n.01
210	criminal.n.01
211	cover.v.01
212	antiquity.n.01
213	woman.n.01
214	tract.n.01
215	supporter.n.01
216	physical_condition.n.01
217	palmae.n.01
218	pakistan.n.01
219	new_york.n.02
220	message.n.02
221	islam.n.02
222	consequence.n.01
223	body_armor.n.01
224	better.v.02
225	movie.n.01
226	umbelliferae.n.01
227	speaker.n.01
228	ship.n.01
229	orchid.n.01
230	iraq.n.01
231	insecta.n.01
232	inform.v.01
233	grass.n.01
234	family.n.06
235	european.n.01
236	deceiver.n.01
237	conifer.n.01
238	change.n.01
239	brazil.n.01
240	body_part.n.01
241	town.n.01
242	symptom.n.01
243	statistics.n.01
244	state_capital.n.01
245	state.n.01
246	raise.v.02
247	music.n.03
248	mollusk_genus.n.01
249	material.n.01
250	happen.v.01
251	girl.n.01
252	fungus_order.n.01
253	fastener.n.02
254	eye.n.01
255	eubacteria.n.01
256	chemical_element.n.01
257	astronomy.n.01
258	anatomy.n.01
259	yiddish.n.01
260	worker.n.01
261	traveler.n.01
262	reformer.n.01
263	produce.v.02
264	object.n.01
265	mexico.n.01
266	genetic_disease.n.01
267	feeling.n.01
268	farming.n.01
269	equip.v.01
270	education.n.01
271	decrease.n.04
272	turkey.n.02
273	steer.v.01
274	speech_act.n.01
275	solanaceae.n.01
276	reflex.n.01
277	ranunculaceae.n.01
278	protective_covering.n.01
279	process.n.05
280	philosophy.n.02
281	golf.n.01
282	get.v.01
283	genus.n.02
284	florida.n.01
285	egypt.n.01
286	dwelling.n.01
287	container.n.01
288	communicate.v.02
289	classify.v.01
290	blend.v.03
291	assistant.n.01
292	airplane.n.01
293	vertebrata.n.01
294	taxonomic_group.n.01
295	rosaceae.n.01
296	rodent.n.01
297	restrict.v.03
298	placental.n.01
299	photography.n.01
300	organism.n.01
301	military_unit.n.01
302	mechanical_device.n.01
303	measuring_instrument.n.01
304	linguistics.n.01
305	insect.n.01
306	hebrew_alphabet.n.01
307	group_action.n.01
308	fungus.n.01
309	film_maker.n.01
310	england.n.01
311	duct.n.01
312	dancing.n.01
313	change.n.03
314	cavity.n.04
315	card_game.n.01
316	writing.n.01
317	war.n.01
318	use.v.01
319	see.v.05
320	sacred_text.n.01
321	property.n.02
322	official.n.01
323	malvaceae.n.01
324	liliaceous_plant.n.01
325	dress.v.02
326	dramatist.n.01
327	discipline.n.01
328	desert.n.01
329	deity.n.01
330	dance.v.02
331	color.v.01
332	change_integrity.v.01
333	caryophyllaceae.n.01
334	canada.n.01
335	cactaceae.n.01
336	advocate.n.01
337	give.v.03
338	unpleasant_person.n.01
339	signal.n.01
340	scholar.n.01
341	request.v.01
342	relation.n.01
343	psychiatry.n.01
344	process.v.01
345	netherlands.n.01
346	match.v.01
347	marsh_plant.n.01
348	iran.n.01
349	group.n.01
350	garment.n.01
351	football.n.01
352	evaluate.v.02
353	ericaceae.n.01
354	dish.n.02
355	decrease.v.01
356	compound.n.02
357	club.n.02
358	body_of_water.n.01
359	bird.n.01
360	belgium.n.01
361	beat.v.01
362	armor_plate.n.01
363	air_travel.n.01
364	write.v.01
365	new_testament.n.01
366	homo.n.02
367	writing.n.02
368	unit_of_measurement.n.01
369	think.v.03
370	termination.n.05
371	rome.n.01
372	psychoanalysis.n.01
373	philosopher.n.01
374	noise.n.01
375	neural_structure.n.01
376	motion.n.06
377	measurement.n.01
378	man.n.01
379	leguminosae.n.01
380	lake.n.01
381	ireland.n.02
382	government.n.02
383	gathering.n.01
384	frog.n.01
385	end.v.01
386	drug.n.01
387	dramaturgy.n.01
388	detect.v.01
389	cricetidae.n.01
390	beginning.n.05
391	australia.n.01
392	action.n.01
393	judaism.n.02
394	arrange.v.01
395	switzerland.n.01
396	support.n.10
397	shape.v.03
398	science.n.01
399	sauria.n.01
400	salix.n.01
401	region.n.01
402	provide.v.02
403	performing_arts.n.01
404	parietales.n.01
405	pacific.n.01
406	nonsteroidal_anti-inflammatory.n.01
407	measure.v.04
408	machine.n.01
409	lepidoptera.n.01
410	legume.n.01
411	inhabitant.n.01
412	induce.v.02
413	geology.n.01
414	genetics.n.01
415	fringillidae.n.01
416	fill.v.01
417	eutheria.n.01
418	discolor.v.03
419	defender.n.01
420	decoration.n.01
421	deal.v.06
422	cry.n.01
423	craftsman.n.03
424	colubridae.n.01
425	coat.v.01
426	body.n.01
427	bible.n.01
428	athlete.n.01
429	arab_league.n.01
430	apocynaceae.n.01
431	amphibian_family.n.01
432	amerind.n.01
433	american_football.n.01
434	contend.v.06
435	child.n.01
436	trope.n.01
437	surpass.v.02
438	software.n.01
439	russia.n.04
440	rate.v.01
441	proteaceae.n.01
442	port_of_entry.n.01
443	photograph.n.01
444	organization.n.01
445	nutriment.n.01
446	north_atlantic_treaty_organization.n.01
447	motor_vehicle.n.01
448	measure.n.02
449	liquid_body_substance.n.01
450	kill.v.01
451	inflammation.n.01
452	idea.n.01
453	gastropoda.n.01
454	fly.v.03
455	expert.n.01
456	cupressaceae.n.01
457	compress.v.02
458	communication.n.02
459	clergyman.n.01
460	christianity.n.01
461	change_of_state.n.01
462	bodily_process.n.01
463	attempt.n.01
464	atlantic.n.01
465	arouse.v.01
466	analyze.v.01
467	alcohol.n.01
468	adjust.v.01
469	run.v.06
470	pull.v.01
471	zoology.n.02
472	wrongdoing.n.02
473	world_war_ii.n.01
474	volume_unit.n.01
475	vertebrate.n.01
476	vegetable.n.01
477	unwrap.v.02
478	thinking.n.01
479	social_control.n.01
480	seafaring.n.01
481	reduce.v.01
482	record.v.01
483	process.n.06
484	linear_unit.n.01
485	laborer.n.01
486	injure.v.01
487	implement.n.01
488	furniture.n.01
489	filicopsida.n.01
490	engineer.n.01
491	dryopteridaceae.n.01
492	die.v.01
493	delegate.v.02
494	crucifer.n.01
495	content.n.05
496	class.n.03
497	campaign.n.02
498	birth_defect.n.01
499	attacker.n.01
500	adult.n.01
501	act.v.02
502	accipitridae.n.01
503	strike.v.01
504	enclose.v.03
505	divide.v.01
506	consume.v.02
507	circulate.v.02
508	work.v.01
509	utterance.n.01
510	tube.n.02
511	transport.v.02
512	transmit.v.04
513	system.n.06
514	suppress.v.01
515	spectator.n.01
516	south_africa.n.01
517	south.n.01
518	soft-finned_fish.n.01
519	skeletal_muscle.n.01
520	scrophulariaceae.n.01
521	scotland.n.01
522	revolutionist.n.01
523	psychological_state.n.01
524	protoctist_family.n.01
525	program.n.07
526	populate.v.01
527	politics.n.02
528	placement.n.03
529	people.n.01
530	peninsula.n.01
531	papaveraceae.n.01
532	mustelidae.n.01
533	movement.n.03
534	metric_weight_unit.n.01
535	mention.v.01
536	magnoliid_dicot_family.n.01
537	list.n.01
538	interact.v.01
539	instrument.n.01
540	injury.n.01
541	iguanidae.n.01
542	hunt.v.01
543	hit.v.01
544	hand_tool.n.01
545	get_down.v.07
546	geological_formation.n.01
547	gas.n.02
548	face.n.01
549	estimate.v.01
550	electronic_equipment.n.01
551	elasmobranchii.n.01
552	document.n.01
553	diversion.n.01
554	distinguish.v.01
555	disposition.n.01
556	disease.n.01
557	descend.v.01
558	decoration.n.02
559	combatant.n.01
560	coleoptera.n.01
561	cognition.n.01
562	choose.v.01
563	chemical_process.n.01
564	bacteria_family.n.01
565	asterid_dicot_family.n.01
566	act.v.10
567	traverse.v.01
568	torso.n.01
569	enter.v.01
570	wheeled_vehicle.n.01
571	trace.v.02
572	touch.v.01
573	touch.n.05
574	tool.n.01
575	spot.n.05
576	south_america.n.01
577	skin.n.01
578	shout.v.02
579	sculptor.n.01
580	score.v.01
581	scolopacidae.n.01
582	saudi_arabia.n.01
583	rubiaceae.n.01
584	prunus.n.01
585	protoctist_genus.n.01
586	play.v.01
587	physical_phenomenon.n.01
588	perceive.v.01
589	pedestrian.n.01
590	pay.v.01
591	owl.n.01
592	obstruct.v.02
593	number.n.02
594	north_carolina.n.01
595	navigation.n.01
596	military_officer.n.01
597	middle_east.n.01
598	middle_ages.n.01
599	meet.v.07
600	liquor.n.01
