city.n.01	1040
united_kingdom.n.01	996
person.n.01	821
military.n.01	734
law.n.01	613
asterid_dicot_genus.n.01	612
bird_genus.n.01	590
change.v.01	550
mammal_genus.n.01	530
rosid_dicot_genus.n.01	510
herb.n.01	502
trade_name.n.01	490
dicot_genus.n.01	466
monocot_genus.n.01	458
fish_genus.n.01	452
animal_order.n.01	430
shrub.n.01	412
arthropod_genus.n.01	394
dilleniid_dicot_genus.n.01	370
compositae.n.01	356
geographical_area.n.01	314
fish_family.n.01	312
terrorism.n.01	310
arthropod_family.n.01	310
united_states.n.01	304
port.n.01	304
class.n.07	276
bird_family.n.01	258
plural.n.01	248
river.n.01	234
position.n.06	228
chemistry.n.01	226
terrorist_organization.n.01	222
computer_science.n.01	216
tree.n.01	212
mammal_family.n.01	208
reptile_genus.n.01	202
travel.v.01	192
put.v.01	190
actor.n.01	172
papilionoideae.n.01	170
change.v.02	170
physics.n.01	168
slang.n.02	166
cooking.n.01	162
caryophylloid_dicot_genus.n.01	162
quality.n.01	160
supply.v.01	156
orchidaceae.n.01	156
animal.n.01	156
remove.v.01	153
mathematics.n.01	152
fungus_genus.n.01	152
national_capital.n.01	150
germany.n.01	150
biology.n.01	150
sport.n.01	144
plant_order.n.01	144
fern_genus.n.01	144
dicot_family.n.01	144
roman_catholic.n.02	141
agency.n.01	140
china.n.01	138
time_period.n.01	136
car.n.01	134
baseball.n.01	134
liliid_monocot_genus.n.01	132
move.v.02	130
colloquialism.n.01	130
fungus_family.n.01	128
device.n.01	126
medicine.n.02	124
france.n.01	124
africa.n.01	122
island.n.01	120
structure.n.04	118
perciformes.n.01	118
music.n.01	118
change_state.v.01	118
range.n.04	116
natural_process.n.01	116
gramineae.n.01	116
condition.n.01	114
activity.n.01	114
magnoliid_dicot_genus.n.01	112
country.n.02	112
talk.v.02	110
medicine.n.01	110
decorate.v.01	110
cruciferae.n.01	110
be.v.01	110
writer.n.01	108
crime.n.01	108
move.v.03	107
europe.n.01	106
collection.n.01	106
american_state.n.01	106
liliaceae.n.01	104
labiatae.n.01	104
italy.n.01	102
flavorer.n.01	102
doctrine.n.01	102
computer.n.01	102
art.n.02	102
statesman.n.01	100
gymnosperm_genus.n.01	100
commerce.n.01	100
pope.n.01	98
flower.n.01	98
african_country.n.01	98
religion.n.01	96
president_of_the_united_states.n.01	96
greece.n.01	96
vine.n.01	94
india.n.01	94
growth.n.01	94
plant_genus.n.01	92
metallic_element.n.01	92
doctor.n.01	92
asia.n.01	92
percoid_fish.n.01	90
operation.n.06	90
fruit_tree.n.01	90
act.v.01	90
subshrub.n.01	88
spain.n.01	88
pitched_battle.n.01	88
reptile_family.n.01	86
clothing.n.01	86
building.n.01	86
trademark.n.02	84
sound.v.02	84
singer.n.01	84
plant.n.02	84
mineral.n.01	84
edible_fruit.n.01	84
bone.n.01	84
asian_country.n.01	84
amphibian_genus.n.01	84
disparagement.n.01	83
wildflower.n.01	82
saint.n.01	82
japan.n.02	82
angiospermous_tree.n.01	82
act.n.02	82
utter.v.02	80
state.n.02	80
mountain_peak.n.01	80
make.v.03	80
fern.n.01	80
fabric.n.01	80
vein.n.01	78
motion.n.03	78
handle.n.01	78
dilleniid_dicot_family.n.01	78
theologian.n.01	76
skilled_worker.n.01	76
happening.n.01	76
district.n.01	76
artifact.n.01	76
artery.n.01	76
trait.n.01	74
oscines.n.01	74
asian.n.01	74
structure.n.01	72
organic_process.n.01	72
european_country.n.01	72
california.n.01	72
book.n.10	72
rosid_dicot_family.n.01	70
phylum.n.02	70
monocot_family.n.01	70
general.n.01	70
fern_family.n.01	70
aves.n.01	70
archipelago.n.01	70
animalia.n.01	70
walk.v.01	69
texas.n.01	68
old_testament.n.01	68
legal_document.n.01	68
communicator.n.01	68
calculate.v.01	68
araceae.n.01	68
virginia.n.01	66
sound.n.04	66
room.n.01	66
oscine.n.01	66
mollusk_family.n.01	66
medicine.n.03	66
leader.n.01	66
fasten.v.01	66
bovidae.n.01	66
botany.n.02	66
cut.v.01	65
psychology.n.01	64
organization_of_american_states.n.01	64
letter.n.02	64
land.n.04	64
computer_memory_unit.n.01	64
commercial_enterprise.n.02	64
aquatic_plant.n.01	64
statement.n.01	62
shape.v.02	62
pronounce.v.01	62
politician.n.02	62
musician.n.01	62
musical_composition.n.01	62
israel.n.01	62
dicotyledones.n.01	62
criminal.n.01	62
cover.v.01	62
antiquity.n.01	62
woman.n.01	60
tract.n.01	60
supporter.n.01	60
physical_condition.n.01	60
palmae.n.01	60
pakistan.n.01	60
new_york.n.02	60
message.n.02	60
islam.n.02	60
consequence.n.01	60
body_armor.n.01	60
better.v.02	60
movie.n.01	59
umbelliferae.n.01	58
speaker.n.01	58
ship.n.01	58
orchid.n.01	58
iraq.n.01	58
insecta.n.01	58
inform.v.01	58
grass.n.01	58
family.n.06	58
european.n.01	58
deceiver.n.01	58
conifer.n.01	58
change.n.01	58
brazil.n.01	58
body_part.n.01	58
town.n.01	56
symptom.n.01	56
statistics.n.01	56
state_capital.n.01	56
state.n.01	56
raise.v.02	56
music.n.03	56
mollusk_genus.n.01	56
material.n.01	56
happen.v.01	56
girl.n.01	56
fungus_order.n.01	56
fastener.n.02	56
eye.n.01	56
eubacteria.n.01	56
chemical_element.n.01	56
astronomy.n.01	56
anatomy.n.01	56
yiddish.n.01	54
worker.n.01	54
traveler.n.01	54
reformer.n.01	54
produce.v.02	54
object.n.01	54
mexico.n.01	54
genetic_disease.n.01	54
feeling.n.01	54
farming.n.01	54
equip.v.01	54
education.n.01	54
decrease.n.04	54
turkey.n.02	52
steer.v.01	52
speech_act.n.01	52
solanaceae.n.01	52
reflex.n.01	52
ranunculaceae.n.01	52
protective_covering.n.01	52
process.n.05	52
philosophy.n.02	52
golf.n.01	52
get.v.01	52
genus.n.02	52
florida.n.01	52
egypt.n.01	52
dwelling.n.01	52
container.n.01	52
communicate.v.02	52
classify.v.01	52
blend.v.03	52
assistant.n.01	52
airplane.n.01	52
vertebrata.n.01	50
taxonomic_group.n.01	50
rosaceae.n.01	50
rodent.n.01	50
restrict.v.03	50
placental.n.01	50
photography.n.01	50
organism.n.01	50
military_unit.n.01	50
mechanical_device.n.01	50
measuring_instrument.n.01	50
linguistics.n.01	50
insect.n.01	50
hebrew_alphabet.n.01	50
group_action.n.01	50
fungus.n.01	50
film_maker.n.01	50
england.n.01	50
duct.n.01	50
dancing.n.01	50
change.n.03	50
cavity.n.04	50
card_game.n.01	50
writing.n.01	48
war.n.01	48
use.v.01	48
see.v.05	48
sacred_text.n.01	48
property.n.02	48
official.n.01	48
malvaceae.n.01	48
liliaceous_plant.n.01	48
dress.v.02	48
dramatist.n.01	48
discipline.n.01	48
desert.n.01	48
deity.n.01	48
dance.v.02	48
color.v.01	48
change_integrity.v.01	48
caryophyllaceae.n.01	48
canada.n.01	48
cactaceae.n.01	48
advocate.n.01	48
give.v.03	47
unpleasant_person.n.01	46
signal.n.01	46
scholar.n.01	46
request.v.01	46
relation.n.01	46
psychiatry.n.01	46
process.v.01	46
netherlands.n.01	46
match.v.01	46
marsh_plant.n.01	46
iran.n.01	46
group.n.01	46
garment.n.01	46
football.n.01	46
evaluate.v.02	46
ericaceae.n.01	46
dish.n.02	46
decrease.v.01	46
compound.n.02	46
club.n.02	46
body_of_water.n.01	46
bird.n.01	46
belgium.n.01	46
beat.v.01	46
armor_plate.n.01	46
air_travel.n.01	46
write.v.01	45
new_testament.n.01	45
homo.n.02	45
writing.n.02	44
unit_of_measurement.n.01	44
think.v.03	44
termination.n.05	44
rome.n.01	44
psychoanalysis.n.01	44
philosopher.n.01	44
noise.n.01	44
neural_structure.n.01	44
motion.n.06	44
measurement.n.01	44
man.n.01	44
leguminosae.n.01	44
lake.n.01	44
ireland.n.02	44
government.n.02	44
gathering.n.01	44
frog.n.01	44
end.v.01	44
drug.n.01	44
dramaturgy.n.01	44
detect.v.01	44
cricetidae.n.01	44
beginning.n.05	44
australia.n.01	44
action.n.01	44
judaism.n.02	43
arrange.v.01	43
switzerland.n.01	42
support.n.10	42
shape.v.03	42
science.n.01	42
sauria.n.01	42
salix.n.01	42
region.n.01	42
provide.v.02	42
performing_arts.n.01	42
parietales.n.01	42
pacific.n.01	42
nonsteroidal_anti-inflammatory.n.01	42
measure.v.04	42
machine.n.01	42
lepidoptera.n.01	42
legume.n.01	42
inhabitant.n.01	42
induce.v.02	42
geology.n.01	42
genetics.n.01	42
fringillidae.n.01	42
fill.v.01	42
eutheria.n.01	42
discolor.v.03	42
defender.n.01	42
decoration.n.01	42
deal.v.06	42
cry.n.01	42
craftsman.n.03	42
colubridae.n.01	42
coat.v.01	42
body.n.01	42
bible.n.01	42
athlete.n.01	42
arab_league.n.01	42
apocynaceae.n.01	42
amphibian_family.n.01	42
amerind.n.01	42
american_football.n.01	42
contend.v.06	41
child.n.01	41
trope.n.01	40
surpass.v.02	40
software.n.01	40
russia.n.04	40
rate.v.01	40
proteaceae.n.01	40
port_of_entry.n.01	40
photograph.n.01	40
organization.n.01	40
nutriment.n.01	40
north_atlantic_treaty_organization.n.01	40
motor_vehicle.n.01	40
measure.n.02	40
liquid_body_substance.n.01	40
kill.v.01	40
inflammation.n.01	40
idea.n.01	40
gastropoda.n.01	40
fly.v.03	40
expert.n.01	40
cupressaceae.n.01	40
compress.v.02	40
communication.n.02	40
clergyman.n.01	40
christianity.n.01	40
change_of_state.n.01	40
bodily_process.n.01	40
attempt.n.01	40
atlantic.n.01	40
arouse.v.01	40
analyze.v.01	40
alcohol.n.01	40
adjust.v.01	40
run.v.06	39
pull.v.01	39
zoology.n.02	38
wrongdoing.n.02	38
world_war_ii.n.01	38
volume_unit.n.01	38
vertebrate.n.01	38
vegetable.n.01	38
unwrap.v.02	38
thinking.n.01	38
social_control.n.01	38
seafaring.n.01	38
reduce.v.01	38
record.v.01	38
process.n.06	38
linear_unit.n.01	38
laborer.n.01	38
injure.v.01	38
implement.n.01	38
furniture.n.01	38
filicopsida.n.01	38
engineer.n.01	38
dryopteridaceae.n.01	38
die.v.01	38
delegate.v.02	38
crucifer.n.01	38
content.n.05	38
class.n.03	38
campaign.n.02	38
birth_defect.n.01	38
attacker.n.01	38
adult.n.01	38
act.v.02	38
accipitridae.n.01	38
strike.v.01	37
enclose.v.03	37
divide.v.01	37
consume.v.02	37
circulate.v.02	37
work.v.01	36
utterance.n.01	36
tube.n.02	36
transport.v.02	36
transmit.v.04	36
system.n.06	36
suppress.v.01	36
spectator.n.01	36
south_africa.n.01	36
south.n.01	36
soft-finned_fish.n.01	36
skeletal_muscle.n.01	36
scrophulariaceae.n.01	36
scotland.n.01	36
revolutionist.n.01	36
psychological_state.n.01	36
protoctist_family.n.01	36
program.n.07	36
populate.v.01	36
politics.n.02	36
placement.n.03	36
people.n.01	36
peninsula.n.01	36
papaveraceae.n.01	36
mustelidae.n.01	36
movement.n.03	36
metric_weight_unit.n.01	36
mention.v.01	36
magnoliid_dicot_family.n.01	36
list.n.01	36
interact.v.01	36
instrument.n.01	36
injury.n.01	36
iguanidae.n.01	36
hunt.v.01	36
hit.v.01	36
hand_tool.n.01	36
get_down.v.07	36
geological_formation.n.01	36
