16	20	15
68	4	9
33	2	19
67	7	89
6	2	24
14	5	92
16	4	42
66	11	88
67	4	77
48	3	61
59	2	37
98	15	64
57	7	34
50	1	90
80	1	8
54	1	78
66	3	74
61	6	99
48	0	101
48	4	5
71	13	85
64	4	54
66	15	54
4	6	81
50	2	32
26	9	10
67	5	5
56	6	80
13	0	2
24	14	19
21	9	38
71	3	10
91	1	97
16	7	87
65	11	101
97	0	48
74	2	39
7	9	32
87	1	7
89	2	2
21	7	31
20	3	74
25	0	48
14	3	43
96	0	16
9	7	25
57	16	95
73	3	42
71	16	76
85	17	98
101	20	88
6	15	52
18	20	13
69	1	90
57	18	96
64	0	82
82	4	77
32	14	12
37	12	9
93	16	80
37	17	13
32	1	21
93	1	79
33	8	99
22	8	10
77	6	76
87	19	33
9	6	54
73	0	5
94	0	42
67	1	0
28	2	36
68	2	77
83	4	101
21	5	52
13	3	64
7	3	73
25	0	84
34	3	70
59	6	50
18	9	83
27	2	94
49	2	22
87	0	65
84	2	2
13	15	73
4	9	95
59	10	60
71	10	64
80	16	73
34	10	60
30	14	97
19	14	88
22	10	74
16	3	54
45	8	97
19	7	101
73	1	54
44	12	86
35	9	12
20	1	45
41	0	59
38	7	37
10	10	81
89	17	45
23	0	1
7	2	17
72	0	56
61	10	50
39	3	59
100	2	79
7	0	1
43	5	100
8	11	89
63	3	83
14	9	73
65	15	49
32	3	90
95	9	4
95	3	92
16	6	76
42	16	55
36	9	69
32	4	23
68	0	98
21	12	15
6	3	70
74	1	2
66	11	38
66	7	85
53	11	85
41	8	103
30	3	99
94	2	24
4	6	67
94	1	61
102	9	101
64	4	46
48	5	77
31	7	38
0	2	14
93	18	14
36	18	1
57	10	60
23	12	96
38	1	56
10	13	15
53	1	43
5	11	86
22	4	14
70	13	101
72	6	75
43	0	72
43	9	4
60	8	63
64	1	51
17	12	3
89	14	17
12	9	96
80	8	14
4	7	28
15	1	90
49	3	44
62	7	27
23	4	63
85	7	33
93	3	48
41	3	92
75	13	33
96	3	56
71	6	73
19	15	45
35	5	103
47	5	48
88	3	92
88	2	11
82	9	29
23	7	5
27	11	20
19	6	60
75	8	84
18	12	26
14	5	54
50	16	29
99	6	83
20	0	44
57	16	49
57	3	70
64	2	3
19	14	81
36	2	3
82	16	83
3	0	2
58	3	72
99	4	34
82	12	102
74	13	13
2	0	81
38	4	87
34	3	41
99	1	44
92	0	16
