2742	129	1188
11413	48	10866
12	27	5393
1203	7	1335
6394	38	9
10556	37	8
4238	5	1874
281	4	4300
1060	0	1000
399	31	160
667	21	3523
2011	42	11
4034	26	5412
888	1	80
5400	25	317
571	0	1126
0	12	12552
1904	5	2423
4847	171	0
933	0	3804
224	4	3017
2521	3	7216
207	82	566
9359	2	163
8861	8	4993
5908	36	3409
12118	8	3779
476	23	1094
1141	1	80
2674	61	263
5440	29	0
6617	3	122
4180	15	2
2274	10	23
398	22	1080
1433	1	65
437	4	511
2469	32	0
2411	5	2222
3666	34	68
4199	20	244
5605	32	0
3932	0	282
2231	2	5763
5619	6	70
384	7	4671
536	33	2204
13195	111	1
2006	34	67
5806	46	1
4106	52	351
8281	88	180
406	64	7724
2803	9	507
8335	5	1573
6158	73	653
222	7	2570
8587	5	3790
10356	15	2
2494	20	93
3684	0	3398
476	23	2629
8460	38	13
1619	32	29
4491	15	2
7024	84	10992
3330	41	95
818	39	1326
6605	23	1022
7093	42	11
6090	3	134
944	7	2892
12485	15	2
3803	6	59
3209	15	2
14	31	57
1379	14	4
11755	69	10775
1563	45	330
5563	6	440
3227	42	11
1346	29	891
12946	124	1710
1169	11	643
2130	1	0
4172	15	2
3565	1	37
959	25	5
10541	13	37
5704	6	36
2842	178	9998
392	5	959
4160	23	4792
842	69	8646
1428	65	1949
8837	6	4014
10329	143	5
2007	0	583
5031	2	619
4699	32	19
2219	10	762
3418	70	4544
176	201	7422
3160	20	1527
1207	197	13191
4893	48	2608
2185	229	8041
673	4	1292
3143	41	14
12131	70	186
1038	1	48
9930	5	4741
235	27	784
10081	96	10081
803	61	246
109	105	43
25	39	4696
4609	3	17
7791	40	10464
6456	9	1011
1115	83	3901
8594	94	1
2492	59	300
9847	89	76
3966	9	1063
3082	9	3591
8112	3	17
2111	21	430
2682	1	192
33	67	7029
11396	37	8
176	9	4387
285	4	5465
6204	3	58
2640	72	3004
3746	85	1311
2607	16	56
6461	42	11
1012	9	3180
3144	0	1131
469	0	1254
3394	6	12
1523	160	425
878	2	537
5571	5	6035
1594	8	6408
2329	0	3980
51	33	4211
202	4	474
1973	71	1514
31	53	801
5053	25	9074
2406	26	713
1153	0	665
1009	45	3495
458	2	241
9578	127	292
9507	15	2
454	5	1470
1982	6	36
2195	1	232
12429	35	6957
942	32	0
1556	9	3136
67	76	339
7733	143	317
1747	139	373
3392	113	7304
3049	0	3697
1581	1	83
3073	1	65
103	17	3045
4462	2	475
3558	5	4433
965	0	1287
7925	30	8702
701	47	6653
2368	7	935
695	12	11836
427	2	396
2510	85	1053
380	214	62
9552	2	635
6616	2	93
4366	16	9870
4731	4	5716
3307	135	1668
4207	10	28
8412	104	66
3086	22	1443
1430	8	5184
2701	36	4764
