embassy	141
commonbloc1	97
timesinceally	95
relintergovorgs	94
intergovorgs3	93
ngoorgs3	92
relngo	91
reldiplomacy	87
intergovorgs	84
independence	78
ngo	68
conferences	66
weightedunvote	64
blockpositionindex	56
treaties	55
commonbloc2	54
reltreaties	52
unweightedunvote	46
relexports	42
negativebehavior	34
exports3	34
officialvisits	31
commonbloc0	31
booktranslations	28
relbooktranslations	27
negativecomm	24
tourism	23
reltourism	23
accusation	23
timesincewar	21
militaryalliance	21
pprotests	19
tourism3	18
nonviolentbehavior	16
students	14
exportbooks	14
relexportbooks	13
relstudents	12
releconomicaid	12
economicaid	12
eemigrants	10
violentactions	9
militaryactions	9
duration	9
emigrants3	8
boycottembargo	8
dependent	7
unoffialacts	5
relemigrants	5
expeldiplomats	5
warning	4
lostterritory	3
severdiplomatic	2
aidenemy	2
attackembassy	1
